Posição,Jogador,País,Posição Campo,Assistências,Finalizações certas,Finalizações,Finalizações convertidas Porcentagem (%),Chutes na área,Chutes fora da área,Cabeceios a gol,GE,Eficiência em GE,Escanteios
221,Theo Bair,,,0,0,0,0,0,0,0,0.0,0,0
221,Theo Bongonda,,,0,0,0,0,0,0,0,0.0,0,0
222,Theo Hernandez,,,0,0,0,0,0,0,0,0.0,0,0
222,Thiago Almada,,,0,0,0,0,0,0,0,0.0,0,0
222,Thiago Silva,,,0,0,0,0,0,0,0,0.0,0,0
222,Thibaut Courtois,,,0,0,0,0,0,0,0,0.0,0,0
222,Thierno Ballo,,,0,0,0,0,0,0,0,0.0,0,0
222,Thomas Meunier,,,0,0,0,0,0,0,0,0.0,0,0
222,Thomas Partey,,,0,0,0,0,0,0,0,0.0,0,0
222,Thorgan Hazard,,,0,0,0,0,0,0,0,0.0,0,0
222,Tiago Gabriel,,,0,0,0,0,0,0,0,0.0,0,0
222,Tiago Palacios,,,0,0,0,0,0,0,0,0.0,0,0
223,Tijjani Reijnders,,,0,0,0,0,0,0,0,0.0,0,0
223,Tim Kleindienst,,,0,0,0,0,0,0,0,0.0,0,0
223,Tim Payne,,,0,0,0,0,0,0,0,0.0,0,0
223,Tim Ream,,,0,0,0,0,0,0,0,0.0,0,0
223,Timothy Castagne,,,0,0,0,0,0,0,0,0.0,0,0
223,Timothy Fayulu,,,0,0,0,0,0,0,0,0.0,0,0
223,Timothy Tillman,,,0,0,0,0,0,0,0,0.0,0,0
223,Timothy Weah,,,0,0,0,0,0,0,0,0.0,0,0
223,Tino Livramento,,,0,0,0,0,0,0,0,0.0,0,0
223,Tobias Guddal,,,0,0,0,0,0,0,0,0.0,0,0
224,Tobias Lawal,,,0,0,0,0,0,0,0,0.0,0,0
224,Tom Bischof,,,0,0,0,0,0,0,0,0.0,0,0
224,Tom Glover,,,0,0,0,0,0,0,0,0.0,0,0
224,Toma Basic,,,0,0,0,0,0,0,0,0.0,0,0
224,Tomas Aranda,,,0,0,0,0,0,0,0,0.0,0,0
224,Tomas Araujo,,,0,0,0,0,0,0,0,0.0,0,0
224,Tomas Chory,,,0,0,0,0,0,0,0,0.0,0,0
224,Tomas Holes,,,0,0,0,0,0,0,0,0.0,0,0
224,Tomas Ladra,,,0,0,0,0,0,0,0,0.0,0,0
224,Tomas Rodriguez,,,0,0,0,0,0,0,0,0.0,0,0
225,Tomas Soucek,,,0,0,0,0,0,0,0,0.0,0,0
225,Tomas Vlcek,,,0,0,0,0,0,0,0,0.0,0,0
225,Tommy Conway,,,0,0,0,0,0,0,0,0.0,0,0
225,Tommy St Jago,,,0,0,0,0,0,0,0,0.0,0,0
225,Tomoki Hayakawa,,,0,0,0,0,0,0,0,0.0,0,0
225,Tomoya Ando,,,0,0,0,0,0,0,0,0.0,0,0
225,Toni Fruk,,,0,0,0,0,0,0,0,0.0,0,0
225,Toni Martinez,,,0,0,0,0,0,0,0,0.0,0,0
225,Toni Silic,,,0,0,0,0,0,0,0,0.0,0,0
225,Torbjorn Heggem,,,0,0,0,0,0,0,0,0.0,0,0
226,Trent Alexander Arnold,,,0,0,0,0,0,0,0,0.0,0,0
226,Trevoh Chalobah,,,0,0,0,0,0,0,0,0.0,0,0
226,Trevor Doornbusch,,,0,0,0,0,0,0,0,0.0,0,0
226,Trezeguet,,,0,0,0,0,0,0,0,0.0,0,0
226,Tristan Blackmon,,,0,0,0,0,0,0,0,0.0,0,0
226,Tshepang Moremi,RSA,fw,0,0,0,0,0,0,0,0.0,0,0
226,Tsuyoshi Watanabe,,,0,0,0,0,0,0,0,0.0,0,0
226,Tyler Adams,,,0,0,0,0,0,0,0,0.0,0,0
226,Tyler Bindon,,,0,0,0,0,0,0,0,0.0,0,0
226,Tyler Fletcher,,,0,0,0,0,0,0,0,0.0,0,0
227,Tylon Smith,RSA,,0,0,0,0,0,0,0,0.0,0,0
227,Tyrese Noslin,,,0,0,0,0,0,0,0,0.0,0,0
227,Tyrick Bodak,,,0,0,0,0,0,0,0,0.0,0,0
227,Tyrique Mercera,,,0,0,0,0,0,0,0,0.0,0,0
227,Ugurcan Cakir,,,0,0,0,0,0,0,0,0.0,0,0
227,Ulisses Garcia,,,0,0,0,0,0,0,0,0.0,0,0
227,Umar Eshmurodov,,,0,0,0,0,0,0,0,0.0,0,0
227,Umut Nayir,,,0,0,0,0,0,0,0,0.0,0,0
227,Unai Simon,,,0,0,0,0,0,0,0,0.0,0,0
227,Uran Bislimi,,,0,0,0,0,0,0,0,0.0,0,0
228,Utkir Yusupov,,,0,0,0,0,0,0,0,0.0,0,0
228,Vaclav Jemelka,,,0,0,0,0,0,0,0,0.0,0,0
228,Vaclav Sejk,,,0,0,0,0,0,0,0,0.0,0,0
228,Vakoun Issouf Bayo,,,0,0,0,0,0,0,0,0.0,0,0
228,Valentin Barco,,,0,0,0,0,0,0,0,0.0,0,0
228,Vasil Kusej,,,0,0,0,0,0,0,0,0.0,0,0
228,Victor Eriksson,,,0,0,0,0,0,0,0,0.0,0,0
228,Victor Griffith,,,0,0,0,0,0,0,0,0.0,0,0
228,Victor Guzman,MEX,,0,0,0,0,0,0,0,0.0,0,0
228,Victor Joseph,,,0,0,0,0,0,0,0,0.0,0,0
229,Victor Lindelof,,,0,0,0,0,0,0,0,0.0,0,0
229,Victor Munoz,,,0,0,0,0,0,0,0,0.0,0,0
229,Viktor Gyokeres,,,0,0,0,0,0,0,0,0.0,0,0
229,Viktor Johansson,,,0,0,0,0,0,0,0,0.0,0,0
229,Viljar Myhra,,,0,0,0,0,0,0,0,0.0,0,0
229,Vincent Sierro,,,0,0,0,0,0,0,0,0.0,0,0
229,Vinicius Junior,,,0,0,0,0,0,0,0,0.0,0,0
229,Virgil Van Dijk,,,0,0,0,0,0,0,0,0.0,0,0
229,Vitinha,,,0,0,0,0,0,0,0,0.0,0,0
229,Vitinho,,,0,0,0,0,0,0,0,0.0,0,0
230,Vitor Reis,,,0,0,0,0,0,0,0,0.0,0,0
230,Vladimir Coufal,,,0,0,0,0,0,0,0,0.0,0,0
230,Vladimir Darida,,,0,0,0,0,0,0,0,0.0,0,0
230,Vladimir Nazarov,,,0,0,0,0,0,0,0,0.0,0,0
230,Vojtech Patrak,,,0,0,0,0,0,0,0,0.0,0,0
230,Vozinha,,,0,0,0,0,0,0,0,0.0,0,0
230,Vuyo Letlapa,RSA,,0,0,0,0,0,0,0,0.0,0,0
230,Wagner Pina,,,0,0,0,0,0,0,0,0.0,0,0
230,Wajdi Kechrida,,,0,0,0,0,0,0,0,0.0,0,0
230,Waldemar Anton,,,0,0,0,0,0,0,0,0.0,0,0
231,Walker Zimmerman,,,0,0,0,0,0,0,0,0.0,0,0
231,Walter Benitez,,,0,0,0,0,0,0,0,0.0,0,0
231,Warren Kamanzi,,,0,0,0,0,0,0,0,0.0,0,0
231,Warren Zaire Emery,,,0,0,0,0,0,0,0,0.0,0,0
231,Wataru Endo,,,0,0,0,0,0,0,0,0.0,0,0
231,Wesley,,,0,0,0,0,0,0,0,0.0,0,0
231,Wesley Delgado,,,0,0,0,0,0,0,0,0.0,0,0
231,Wesley Fofana,,,0,0,0,0,0,0,0,0.0,0,0
231,Weston Mckennie,,,0,0,0,0,0,0,0,0.0,0,0
231,Weverton,,,0,0,0,0,0,0,0,0.0,0,0
232,Wilfried Singo,,,0,0,0,0,0,0,0,0.0,0,0
232,Wilguens Paugain,,,0,0,0,0,0,0,0,0.0,0,0
232,Willer Ditta,,,0,0,0,0,0,0,0,0.0,0,0
232,William Saliba,,,0,0,0,0,0,0,0,0.0,0,0
232,Willian Pacho,,,0,0,0,0,0,0,0,0.0,0,0
232,Williot Swedberg,,,0,0,0,0,0,0,0,0.0,0,0
232,Willy Semedo,,,0,0,0,0,0,0,0,0.0,0,0
232,Wilmar Barrios,,,0,0,0,0,0,0,0,0.0,0,0
232,Wilson Isidor,,,0,0,0,0,0,0,0,0.0,0,0
232,Woobens Pacius,,,0,0,0,0,0,0,0,0.0,0,0
233,Woodensky Pierre,,,0,0,0,0,0,0,0,0.0,0,0
233,Wout Faes,,,0,0,0,0,0,0,0,0.0,0,0
233,Wout Weghorst,,,0,0,0,0,0,0,0,0.0,0,0
233,Xander Severina,,,0,0,0,0,0,0,0,0.0,0,0
233,Xaver Schlager,,,0,0,0,0,0,0,0,0.0,0,0
233,Xavier Arreaga,,,0,0,0,0,0,0,0,0.0,0,0
233,Yahia Fofana,,,0,0,0,0,0,0,0,0.0,0,0
233,Yaimar Medina,,,0,0,0,0,0,0,0,0.0,0,0
233,Yan Diomande,,,0,0,0,0,0,0,0,0.0,0,0
233,Yan Valery,,,0,0,0,0,0,0,0,0.0,0,0
234,Yanela Mbuthuma,RSA,,0,0,0,0,0,0,0,0.0,0,0
234,Yang Hyunjun,,,0,0,0,0,0,0,0,0.0,0,0
234,Yanis Begraoui,,,0,0,0,0,0,0,0,0.0,0,0
234,Yann Bisseck,,,0,0,0,0,0,0,0,0.0,0,0
234,Yann Gboho,,,0,0,0,0,0,0,0,0.0,0,0
234,Yannick Carrasco,,,0,0,0,0,0,0,0,0.0,0,0
234,Yannick Semedo,,,0,0,0,0,0,0,0,0.0,0,0
234,Yaser Asprilla,,,0,0,0,0,0,0,0,0.0,0,0
234,Yasin Ayari,,,0,0,0,0,0,0,0,0.0,0,0
234,Yasser Ibrahim,,,0,0,0,0,0,0,0,0.0,0,0
235,Yassin Fortune,,,0,0,0,0,0,0,0,0.0,0,0
235,Yassine Benzia,,,0,0,0,0,0,0,0,0.0,0,0
235,Yassine Bounou,,,0,0,0,0,0,0,0,0.0,0,0
235,Yassine Titraoui,,,0,0,0,0,0,0,0,0.0,0,0
235,Yassir Zabiri,,,0,0,0,0,0,0,0,0.0,0,0
235,Yazan Alarab,,,0,0,0,0,0,0,0,0.0,0,0
235,Yazan Alnaimat,,,0,0,0,0,0,0,0,0.0,0,0
235,Yazeed Abulaila,,,0,0,0,0,0,0,0,0.0,0,0
235,Yehvann Diouf,,,0,0,0,0,0,0,0,0.0,0,0
235,Yeremy Pino,,,0,0,0,0,0,0,0,0.0,0,0
236,Yerry Mina,,,0,0,0,0,0,0,0,0.0,0,0
236,Yerson Mosquera,,,0,0,0,0,0,0,0,0.0,0,0
236,Yoane Wissa,,,0,0,0,0,0,0,0,0.0,0,0
236,Youri Tielemans,,,0,0,0,0,0,0,0,0.0,0,0
236,Yousef Abualjazar,,,0,0,0,0,0,0,0,0.0,0,0
236,Yousef Abujalboush,,,0,0,0,0,0,0,0,0.0,0,0
236,Yousef Qashi,,,0,0,0,0,0,0,0,0.0,0,0
236,Youssef Amyn,,,0,0,0,0,0,0,0,0.0,0,0
236,Youssef Ayman,,,0,0,0,0,0,0,0,0.0,0,0
236,Youssef Belammari,,,0,0,0,0,0,0,0,0.0,0,0
237,Youssef En Nesyri,,,0,0,0,0,0,0,0,0.0,0,0
237,Youssef Enriquez Lekhedim,,,0,0,0,0,0,0,0,0.0,0,0
237,Youssouf Fofana,,,0,0,0,0,0,0,0,0.0,0,0
237,Yu Hirakawa,,,0,0,0,0,0,0,0,0.0,0,0
237,Yuito Suzuki,,,0,0,0,0,0,0,0,0.0,0,0
237,Yuki Ohashi,,,0,0,0,0,0,0,0,0.0,0,0
237,Yuki Soma,,,0,0,0,0,0,0,0,0.0,0,0
237,Yukinari Sugawara,,,0,0,0,0,0,0,0,0.0,0,0
237,Yunus Akgun,,,0,0,0,0,0,0,0,0.0,0,0
237,Yunus Musah,,,0,0,0,0,0,0,0,0.0,0,0
238,Yuran Fernandes,,,0,0,0,0,0,0,0,0.0,0,0
238,Yusuf Abdurisag,,,0,0,0,0,0,0,0,0.0,0,0
238,Yusuf Akcicek,,,0,0,0,0,0,0,0,0.0,0,0
238,Yusuf Sari,,,0,0,0,0,0,0,0,0.0,0,0
238,Yuto Tsunashima,,,0,0,0,0,0,0,0,0.0,0,0
238,Yvon Mvogo,,,0,0,0,0,0,0,0,0.0,0,0
238,Zac Sapsford,,,0,0,0,0,0,0,0,0.0,0,0
238,Zach Brault Guillard,,,0,0,0,0,0,0,0,0.0,0,0
238,Zachary Athekame,,,0,0,0,0,0,0,0,0.0,0,0
238,Zack Steffen,,,0,0,0,0,0,0,0,0.0,0,0
239,Zaid Ismael,,,0,0,0,0,0,0,0,0.0,0,0
239,Zaid Romero,,,0,0,0,0,0,0,0,0.0,0,0
239,Zaid Tahseen,,,0,0,0,0,0,0,0,0.0,0,0
239,Zakaria El Ouahdi,,,0,0,0,0,0,0,0,0.0,0,0
239,Zakaria Hawsawi,,,0,0,0,0,0,0,0,0.0,0,0
239,Zavier Gozo,,,0,0,0,0,0,0,0,0.0,0,0
239,Zeki Amdouni,,,0,0,0,0,0,0,0,0.0,0,0
239,Zeki Celik,,,0,0,0,0,0,0,0,0.0,0,0
239,Zeno Debast,,,0,0,0,0,0,0,0,0.0,0,0
239,Zidane Iqbal,,,0,0,0,0,0,0,0,0.0,0,0
240,Zineddine Belaid,,,0,0,0,0,0,0,0,0.0,0,0
240,Zion Suzuki,,,0,0,0,0,0,0,0,0.0,0,0
240,Ziyad Aljohani,,,0,0,0,0,0,0,0,0.0,0,0
240,Zizo,,,0,0,0,0,0,0,0,0.0,0,0
240,Zorhan Bassong,,,0,0,0,0,0,0,0,0.0,0,0
